"artist","song","vector"
"A. G. Cook","Lucifer","[0.679365456104, 0.423115730286, 4.97952699661, 1124.67822266, 0.0809157639742, 6.85316705704, 1350.48486328, 15.9340648651, 0.483578652143, 12.3927526474, 4698852, 0.809244692326, 0.00145181990229, 0.0148488460109, 0.00271415803581, 0.00184936635196, 0.0044495202601, 0.00187519483734, 0.00275396346115, 0.00100672862027, 0.00142205157317, 0.0012887265766, 0.000741078401916, 0.000336611439707, 0.0002796529443, 0.000306626578094, 0.000276168051641, 0.000155032656039, 0.000118993550132, 0.000117581359518, 0.000109297048766, 8.95080302143e-05, 8.17189065856e-05, 8.54387617437e-05, 8.64796311362e-05, 0.000108688152977, 0.000116993302072, 5.62575187359e-05, 1.16267829071e-05, -751.124389648, 158.356185913, 2.7412879467, -1.96085441113, -1.7622795105, -6.9128484726, 2.54073572159, -1.96669399738, 1.95086789131, 4.64007139206, 2.00928926468, -0.58990418911, 3.14071130753, -113.575286865, 115.090194702, -103.061248779, -12.3748960495, -50.7005767822, 5.36764192581, -28.329410553, 12.3652553558, -16.5695781708, 6.95112276077, -4.93467140198, 1.4082621336, -1.1561460495, 107.959144592, 1.12425041199, 3.33692502975, 0.459692299366, 15.2000808716, 1.76632916927, 0.829047143459]"
"Nelly","Dilemma (feat. Kelly Rowland)","[0.929176807404, 0.447901248932, 3.85727715492, 1125.67565918, 0.105031318963, 7.23662948608, 1213.49182129, 21.2048358917, 0.471620261669, 12.0822381973, 5602498, 0.549739181995, 0.00191221910063, 0.0236455965787, 0.00568572618067, 0.00234304834157, 0.00219617853872, 0.00210946844891, 0.000709015061148, 0.000646261731163, 0.000484622869408, 0.00044215581147, 0.000767141988035, 0.000590872776229, 0.000812408456113, 0.000821371679194, 0.000448540522484, 0.000358454301022, 0.000250823562965, 0.000210965503356, 0.000239671237068, 0.000164976692759, 9.04339030967e-05, 0.000125909573399, 0.000170736268046, 0.000180720235221, 0.000171982537722, 0.000126876140712, 2.61485729425e-05, -698.809448242, 127.270606995, 31.4372844696, 28.8658676147, 16.5609226227, 4.52245807648, 9.41979122162, 4.73892879486, -8.86267852783, 0.243774801493, -1.25404596329, 1.04249155521, 3.3236322403, -42.1313934326, 93.4149856567, -76.7899932861, 37.1566009521, -49.8503112793, 16.5860214233, -36.4129753113, 9.48650455475, -26.2594928741, 1.34980726242, -2.73859930038, 2.38996219635, -7.76822423935, 166.511260986, 1.40131413937, 4.24950885773, 0.552294552326, 13.7065019608, 1.90651619434, 0.765665709972]"
"Rosa Walton, Hallie Coggins","I Really Want to Stay at Your House","[0.748839139938, 0.471465885639, 3.86909103394, 1511.04992676, 0.0963011756539, 7.81520605087, 1641.70007324, 26.4018230438, 0.479886442423, 21.3192768097, 5412382.5, 0.799868583679, 0.00507979094982, 0.0258243717253, 0.00362496892922, 0.00222516735084, 0.00274267862551, 0.00157976383343, 0.000838373438455, 0.000874783087056, 0.00174882914871, 0.00130610074848, 0.000734753615689, 0.00159060920123, 0.000582086155191, 0.000725599937141, 0.000708635023329, 0.000665536907036, 0.000343740830431, 0.000319421029417, 0.00031886540819, 0.000226086995099, 0.000256183760939, 0.000197325352929, 0.000177096197149, 0.000229823504924, 0.000157570495503, 7.4579831562e-05, 2.40648114413e-05, -626.741699219, 101.186920166, 0.50107640028, 10.6683883667, 0.174095138907, 7.61115407944, 4.68255281448, 2.52703690529, 2.57018709183, 4.06381320953, -2.92929959297, -2.75044536591, -0.295771956444, 20.8040218353, 59.9776878357, -109.663345337, 19.6258163452, -53.5362434387, 17.0491085052, -29.741355896, 8.17247104645, -21.9882698059, 4.42032527924, -14.3278560638, 1.63963460922, -5.24183988571, 125.035339355, 1.01381134987, 2.93920230865, 0.524386465549, 13.9876070023, 1.92310965061, 0.791118979454]"
"A. G. Cook","Airhead","[0.761210203171, 0.453527420759, 4.8215508461, 1762.16357422, 0.0754610449076, 7.55087614059, 3141.9128418, 25.3576564789, 0.475368827581, 14.0704116821, 6119063, 1.23496985435, 0.00108802050818, 0.00984178669751, 0.00185695115943, 0.000808503536973, 0.00159026938491, 0.000888646580279, 0.000505386444274, 0.00132153043523, 0.00114465656225, 0.000377364776796, 0.00100432359613, 0.000744543678593, 0.000876350502949, 0.00036536733387, 0.000351643044269, 0.000442158954684, 0.000339183723554, 0.00022219530365, 0.000288385839667, 0.000268599891569, 0.000247896998189, 0.000219210589421, 0.000194773165276, 0.000218336397666, 0.000199424379389, 0.000173323307536, 0.000150362102431, -710.302429199, 82.2344665527, -10.1560373306, -1.21378016472, -10.8827638626, -4.08642959595, -2.40719985962, -0.966105759144, 2.07568907738, 4.91079235077, 5.75178194046, 9.91063976288, 8.95428180695, -68.1920547485, 29.5506496429, -120.419548035, -1.55433166027, -60.9972572327, 8.9205789566, -26.4472465515, 13.6074848175, -13.520857811, 12.7219734192, -7.2144446373, 3.75751781464, -8.85745716095, 69.9416122437, 1.20112156868, 5.27535104752, 0.52251625061, 14.1845560074, 1.76821219921, 0.71025633812]"
"Ariana Grande, Kid Cudi","Just Look Up (From Dont Look Up)","[0.892829179764, 0.441101878881, 4.57541513443, 1432.98095703, 0.0810180678964, 7.3299612999, 1586.56335449, 27.5587711334, 0.470854312181, 13.690112114, 6565581.5, 1.0108371973, 0.00156709598377, 0.0129192313179, 0.00250367447734, 0.00176263821777, 0.00232455460355, 0.00156044133473, 0.00174444785807, 0.0011709878454, 0.000973494432401, 0.00172711536288, 0.00116522633471, 0.0010191766778, 0.000537411426194, 0.000387740583392, 0.000583212531637, 0.000248719617957, 0.000183098440175, 0.000219626090256, 0.000534143706318, 0.000424693571404, 0.000257880048594, 0.000180534523679, 0.000234865190578, 0.000285815796815, 0.000375655246899, 8.97611971595e-05, 4.46000876764e-06, -692.301940918, 110.787353516, 30.7999668121, 21.1312446594, 11.30838871, 2.31697249413, 12.7079982758, -3.73604297638, -1.47905731201, 9.5080909729, -3.42250037193, -0.432095140219, 6.01366090775, -42.3874549866, 79.5264434814, -83.0082015991, 30.6797218323, -57.0212211609, 21.8229751587, -36.8091583252, 16.472158432, -27.9708480835, 11.7053251266, -7.25743818283, -2.96511936188, -4.5271897316, 130.043441772, 0.980200529099, 3.14841914177, 0.524376153946, 15.7563238144, 1.67644476891, 0.838951051235]"
"Saucy Dog","Itsuka","[0.824143707752, 0.45443624258, 3.15703821182, 1250.14221191, 0.0731822997332, 7.397960186, 1471.36865234, 25.0284423828, 0.53406059742, 18.6915283203, 4984765.5, 1.4885944128, 0.000151090906002, 0.00589370168746, 0.0038854922168, 0.00253595784307, 0.0036070686765, 0.00116415868979, 0.00124081794638, 0.000620416074526, 0.000559756415896, 0.00167679099832, 0.00208232249133, 0.00142337696161, 0.000913048221264, 0.00134465494193, 0.00087710574735, 0.00044936168706, 0.000481533556012, 0.00028147714329, 0.000195675820578, 0.000256582745351, 0.000181793249794, 0.000115599723358, 8.81557716639e-05, 0.00015472182713, 0.000167037112988, 6.55423864373e-05, 2.03337440325e-05, -652.923278809, 124.154968262, 5.26729536057, 17.9267234802, 11.3833055496, 6.96019268036, 10.155081749, -4.43461418152, 2.44319677353, 0.875644445419, -5.95734882355, 2.00862455368, -0.563973724842, -2.99294495583, 85.7516098022, -101.385635376, 23.3338298798, -45.7363471985, 15.3954286575, -34.7770729065, 5.37826395035, -29.2537517548, 3.1891283989, -15.3859109879, -6.42924451828, -8.86069393158, 161.870376587, 1.07123148441, 3.16854667664, 0.485040456057, 14.8275785446, 1.82915437222, 0.800055682659]"
"Tinashe","Uh Huh","[0.530722022057, 0.43225350976, 4.52018499374, 872.874328613, 0.0826880708337, 7.07174968719, 1097.11120605, 15.4364614487, 0.496016800404, 10.7187976837, 4561900.5, 0.966144680977, 0.00509767932817, 0.0190177652985, 0.00308374641463, 0.00216377712786, 0.0034196684137, 0.00314495759085, 0.00261357752606, 0.00183473783545, 0.000572659249883, 0.000712999433745, 0.00082448660396, 0.000810911180452, 0.000316822319292, 0.000307392445393, 0.000254023587331, 0.000113236259494, 0.000111686080345, 8.68632560014e-05, 0.000126999759232, 0.000109497719677, 0.000140936070238, 9.74025533651e-05, 8.51989170769e-05, 7.08157967892e-05, 5.31541845703e-05, 3.77075775759e-05, 9.15749205888e-06, -722.076782227, 151.293136597, 9.96928882599, 2.10475802422, -4.88883924484, -1.79115021229, 8.26228427887, -11.2944068909, -7.70808458328, 2.42644715309, -2.45878553391, 1.62681865692, 4.17498826981, -69.7758712769, 105.049560547, -97.2635803223, -5.78164958954, -57.8430099487, 7.02939796448, -33.1625862122, 3.95921087265, -28.5855827332, 11.2868938446, -4.98920106888, -1.78076267242, -5.81012487411, 122.027420044, 1.17326879501, 3.40098977089, 0.579560816288, 16.201915741, 1.71519565582, 0.80131226778]"
"서영은","혼자가 아닌 나","[0.967832505703, 0.464337289333, 2.23328018188, 1660.49890137, 0.0884239450097, 7.55490875244, 1918.69177246, 26.3641681671, 0.540262639523, 20.4737129211, 4711143.5, 1.37812662125, 0.00060075923102, 0.00637663062662, 0.00188231817447, 0.00166397553403, 0.00286547210999, 0.00261760479771, 0.00198032730259, 0.000710987194907, 0.000882811727934, 0.000936237222049, 0.00106890953612, 0.00045377961942, 0.000612233183347, 0.000360426027328, 0.000810757628642, 0.000700920820236, 0.00072642811574, 0.000647438806482, 0.0006980074686, 0.000378446973627, 0.000394426082494, 0.000242579815676, 0.000120070639241, 0.000165419536643, 0.0001409714896, 4.10287320847e-05, 6.14600003246e-06, -625.730957031, 114.123519897, -4.52127456665, 31.7295436859, 6.36920785904, 2.48423218727, 1.47836172581, -2.02739882469, 0.878390550613, -2.0076611042, -1.47724747658, -0.333176553249, -1.31144416332, 13.8099727631, 87.8486099243, -120.07408905, 40.0449371338, -53.8226509094, 8.65830039978, -38.7392921448, 9.73734092712, -25.2626514435, 5.33189201355, -14.1433095932, 0.147294327617, -7.10443067551, 120.00302124, 1.30906748772, 3.37227869034, 0.536209046841, 15.8545694351, 1.7449003458, 0.859516859055]"
"¥$, Kanye West, Ty Dolla $ign","PROMOTION","[0.245319411159, 0.437242925167, 4.3535118103, 1012.25189209, 0.0920247510076, 7.05195093155, 1088.31555176, 21.0292568207, 0.413611501455, 10.9783754349, 4857107, 0.780919969082, 0.0238956399262, 0.0644931644201, 0.00574405351654, 0.00130391318817, 0.00235636928119, 0.00148219009861, 0.00228345789947, 0.00104626640677, 0.00102914264426, 0.000497786968481, 0.000297715130728, 0.000420606666012, 0.000415837392211, 0.000272124132607, 0.000330142123858, 0.000267246417934, 0.000226096759434, 0.000160647148732, 0.000152372653247, 0.000157388203661, 0.000107733816549, 9.10747548915e-05, 9.3906375696e-05, 9.60609686445e-05, 0.000114991038572, 0.000125338789076, 9.65956060099e-05, -723.520385742, 144.261810303, 20.2715263367, 18.4382019043, 1.66934430599, 2.61761903763, -1.69922077656, 3.17893981934, -0.867698013783, 3.45977401733, 0.592558383942, 3.54428911209, 3.59265494347, -60.7131462097, 97.2835769653, -81.0495986938, 13.6465578079, -51.1245765686, 5.55554437637, -29.1634464264, 8.15562343597, -15.8376646042, 6.14647579193, -9.66451072693, 3.9001095295, -8.89448070526, 78.551940918, 1.08576083183, 4.44320964813, 0.516118049622, 14.3850450516, 1.8738168478, 0.554414391518]"
"LANY","13","[0.850815594196, 0.421741843224, 5.24645137787, 952.512878418, 0.0765002816916, 6.66258621216, 1398.41638184, 12.6484231949, 0.481680899858, 9.08028507233, 4895579.5, 1.00171172619, 0.000890309398528, 0.00825972203165, 0.00341956759803, 0.00179970776662, 0.00825003907084, 0.00276084360667, 0.00243010371923, 0.000445395271527, 0.0011193518294, 0.000482148228912, 0.000385724997614, 0.000239144297666, 0.000201765884412, 0.00018533365801, 0.000202581795747, 0.000117125957331, 0.000131872482598, 0.000164772951393, 0.000101337187516, 6.08839582128e-05, 9.25201675273e-05, 8.12930084066e-05, 5.19572167832e-05, 3.09615788865e-05, 6.03528606007e-05, 3.44959953509e-05, 7.28586428522e-06, -773.949829102, 151.562149048, 17.3386802673, 27.5602664948, 15.666100502, -3.82437515259, -7.81510400772, -0.287842690945, -5.01446199417, -6.55357265472, -3.18280911446, -15.7980632782, -4.91741275787, -122.876152039, 108.152412415, -81.2317047119, 19.0755729675, -46.3550682068, -6.76137256622, -46.9408378601, -0.688590347767, -24.6796607971, -10.3394346237, -19.920835495, -4.4708533287, -9.28039836884, 133.985275269, 1.29792022705, 4.50103235245, 0.482896834612, 16.3010425568, 1.7193852663, 0.602395772934]"
"Ty Dolla $ign","Dawsins Breek (feat. Jeremih)","[0.926384449005, 0.452600628138, 2.97107720375, 1349.80249023, 0.089460849762, 7.6081867218, 1138.36987305, 30.6496009827, 0.416772544384, 13.0414218903, 6711662, 0.39781293273, 0.0052542113699, 0.0269288327545, 0.00393375148997, 0.00188190408517, 0.00137653131969, 0.000818150001578, 0.00144803931471, 0.000714960566256, 0.000821143679786, 0.000679233693518, 0.000711462111212, 0.000483003183035, 0.000395699258661, 0.000393839552999, 0.000283591303742, 0.00026610805071, 0.00032237888081, 0.000246163486736, 0.000380361394491, 0.000323435961036, 0.00027580326423, 0.000399052660214, 0.000802441732958, 0.000543978472706, 0.000280286243651, 7.52810738049e-05, 3.37410892826e-06, -669.461975098, 101.645751953, 41.5818519592, 20.6589584351, 14.8904647827, 14.1375751495, 8.13151741028, 24.5620441437, -0.556743919849, 10.9161586761, 7.88366508484, 3.0347070694, 3.97047781944, -14.5520925522, 72.4458618164, -74.2041931152, 46.0860977173, -55.4302597046, 37.1355361938, -27.885761261, 21.7069320679, -14.3149261475, 0.343592911959, -7.85806655884, 3.73497533798, -15.5794048309, 129.061904907, 1.1630179882, 4.65757799149, 0.461113274097, 12.7087249756, 2.07549881935, 0.534914970398]"
"Charlie Puth","Cheating on You","[0.847104132175, 0.440259277821, 3.29965591431, 1319.80810547, 0.0898666009307, 7.21779441833, 1322.16760254, 25.2936172485, 0.417451620102, 12.5070257187, 5454597, 1.08165240288, 0.00345219206065, 0.0372218452394, 0.00536887580529, 0.00202312576585, 0.00177025829908, 0.00167039153166, 0.00107150350232, 0.000339649734087, 0.0010866324883, 0.000683906895574, 0.000679945107549, 0.000620448379777, 0.000725323508959, 0.000762532057706, 0.000342034472851, 0.000228568096645, 0.000185391443665, 0.000210323312785, 0.000180043411092, 0.000228810720728, 0.000243716014666, 0.000465463788714, 0.000539264583495, 0.000239212487941, 0.000142252101796, 4.38836941612e-05, 4.36449363406e-06, -686.616760254, 115.535003662, 29.5968914032, 18.5035266876, -0.389968812466, 11.6032505035, 5.87742614746, -2.27976632118, -2.0726993084, 0.92671662569, 7.93974161148, -1.58371078968, -5.53524875641, -35.4415359497, 86.5518341064, -94.0793380737, 30.248878479, -62.4406738281, 20.4490966797, -31.1021156311, 4.01970434189, -21.6014842987, 8.32376861572, -7.25750875473, 0.451679348946, -5.08235502243, 122.944160461, 1.04890322685, 4.26188564301, 0.491825401783, 16.1477489471, 1.66094648838, 0.674061059952]"
"Epik High","Love Love Love (feat. YoongJin)","[0.960312008858, 0.473521053791, 2.59466171265, 1907.06762695, 0.10907650739, 8.16009807587, 2258.70458984, 62.1410675049, 0.436501920223, 25.9792461395, 7551689.5, 0.696101307869, 0.00213897717185, 0.0370530374348, 0.00529300235212, 0.00169169274159, 0.00260366313159, 0.00291357981041, 0.00137016631197, 0.000770201033447, 0.0014252018882, 0.00092753325589, 0.000763225136325, 0.000785066280514, 0.00057017832296, 0.000592959811911, 0.000548445037566, 0.000403570884373, 0.000481968862005, 0.000397936149966, 0.000426330196206, 0.00049370439956, 0.00058025540784, 0.000749096157961, 0.000836247752886, 0.000981022138149, 0.00101367197931, 0.00061249837745, 0.000179429276614, -592.105224609, 81.2667541504, 26.2346572876, 18.0007247925, 7.84528255463, 10.8784446716, 4.34881925583, 6.76418113708, 2.96973776817, 3.55974364281, 2.40776395798, 2.88363099098, 2.40641760826, 60.5709686279, 37.4135780334, -80.0540084839, 31.2773647308, -52.7922859192, 22.6742858887, -31.48021698, 13.1488294601, -18.744846344, 9.62358474731, -11.720870018, 8.41526699066, -6.85548782349, 129.885421753, 1.12974083424, 4.04908275604, 0.472832798958, 12.6508226395, 2.0392343998, 0.650110781193]"
"Zay Hilfigerrr, Zayion McCall","Juju on That Beat (TZ Anthem) [Challenge Version]","[0.90326488018, 0.463517278433, 4.05264043808, 2049.98974609, 0.0715538337827, 7.62913274765, 3201.84448242, 22.8726119995, 0.444989979267, 12.1950435638, 5923025.5, 0.860927164555, 0.000207188175409, 0.0156627111137, 0.0010690249037, 0.000220547852223, 0.00020158852567, 0.000447583646746, 0.000491570564918, 0.000436176080257, 0.000732980726752, 0.000350613117917, 0.000367604312487, 0.000560298154596, 0.000608546135481, 0.000569034251384, 0.000381947844289, 0.000458530848846, 0.000404635618906, 0.000366047141142, 0.000427139544627, 0.000259220076259, 0.000230920137255, 0.000180719478521, 0.000287450966425, 0.000190714636119, 0.000177748996066, 0.000243264585151, 1.40701149576e-05, -713.078430176, 71.8109817505, -17.7685146332, 2.44548678398, 6.26995849609, 4.04043054581, 0.467374026775, 9.69197845459, -4.73742771149, 11.2647037506, 3.49816966057, 3.01040959358, 11.0224809647, -62.0580787659, 20.2145671844, -125.144821167, 15.8185167313, -48.7462692261, 20.8834705353, -33.1635665894, 16.3315753937, -15.3845472336, 10.6007843018, -9.38513851166, 8.84161472321, -16.9067554474, 80.1481399536, 1.27253031731, 6.12065601349, 0.540262341499, 14.4930257797, 1.87143719196, 0.704643070698]"
"OHHYUK","A Little Girl (From ""Reply 1988, Pt. 3"") (Original Television Soundtrack)","[0.231906279922, 0.403074622154, 6.43787670135, 658.406799316, 0.0443675145507, 6.32997941971, 600.805358887, 9.72116374969, 0.456743448973, 8.49507713318, 3279444.5, 0.625205695629, 5.18737033417e-05, 0.00715611875057, 0.00411695474759, 0.000990676227957, 0.00173119432293, 0.00080384965986, 0.000333329226123, 0.000649000226986, 0.00108866102528, 0.000656516232993, 0.00103782920633, 0.000471812236356, 0.000456621171907, 0.000285465823254, 0.00026034496841, 6.03643820796e-05, 8.24906674097e-05, 0.000163095639437, 0.000261990207946, 4.78904003103e-05, 3.83200313081e-05, 5.37054656888e-05, 2.89464296657e-05, 2.11652295548e-05, 1.56108926603e-05, 5.80952746532e-06, 3.95471289494e-07, -809.821472168, 172.507339478, 33.5299301147, 28.9693813324, 8.70162963867, 9.30691051483, 1.30412745476, 8.1162443161, -6.74947929382, -1.9208316803, 0.371001332998, -5.48543357849, -4.35928153992, -163.988571167, 153.511795044, -76.3436279297, 25.8342151642, -49.397693634, 8.07762527466, -30.095741272, -0.835904479027, -19.3742752075, -8.21344661713, -7.89568758011, -4.78854990005, -9.16366386414, 129.755645752, 1.00444328785, 2.54449176788, 0.505415856838, 14.3996772766, 1.86160969734, 0.712192058563]"
